,kurtosis,hill_left,acf_ret,acf_absret
100,7.6889734636215366,2.171566899532213,0.22894017449420792,0.3984837125184214
150,7.11918204378936,2.3530138290648,0.11447008439360337,0.3305010588261627
200,7.504775751489863,2.537897511025767,0.24126135030653598,0.3774499041355303
300,7.376241361296172,2.6248148908573925,0.1942694760269024,0.35468346125625627
