,excess_kurtosis,vol_cluster,crash_freq,max_drawdown
scale free (baseline),7.089742355041085,0.26684292808229043,25.972222222222225,0.40472091112368513
small world,7.82201319972598,0.26654501760310884,26.111111111111114,0.41542015263108995
random,8.01305655329408,0.2690583240760048,24.166666666666668,0.4197561430366343
